Verb-Subject,Selectional_Association
"('ride', 'woman')",-0.08744593266688237
"('seat', 'woman')",0.36444016205715785
"('cook', 'man')",0.35731111150034245
"('hold', 'chef')",0.03976144922229035
"('use', 'woman')",0.17969947146555654
"('travel', 'horse')",0.3105386807987413
"('move', 'wind')",0.06745111189587112
"('read', 'man')",0.07608921920039673
"('line', 'tree')",0.06431600955525464
"('cool', 'person')",1.0
"('write', 'man')",0.09247126725524768
"('paddle', 'man')",-0.022195365001495146
"('climb', 'species')",0.2574574321857823
"('type', 'man')",1.0276063288630148
"('walk', 'family')",0.0041224764483473834
"('lie', 'couple')",0.02101672268382234
"('crash', 'water')",0.02019465295122281
"('pose', 'team')",0.03249478735005371
"('be', 'person')",0.4824899658436601
"('walk', 'ant')",0.0014364042697019024
"('exit', 'bride')",0.9937795746988048
"('go', 'boat')",0.05727076739104056
"('point', 'man')",1.0498351917140414
"('scream', 'woman')",0.12397150036763555
"('catch', 'footballer')",0.054575527542198576
"('sit', 'student')",-0.0008107693586430038
"('play', 'boy')",0.009136683979364233
"('appear', 'artist')",0.05762594191531096
"('paddle', 'woman')",0.5820547273850206
"('paint', 'man')",-0.025522115355623112
"('touch', 'woman')",0.8807368551982322
"('buy', 'woman')",1.0346552994523446
"('prepare', 'woman')",-0.006236620882818191
"('embrace', 'mother')",0.11380641272509304
"('slice', 'woman')",0.06691736890667956
"('shake', 'girl')",0.07003644397997211
"('knock', 'girl')",0.14746644699471043
